id,date,year,semester,era,kind,sentiment,sentiment_label,emoji,tone_intensity,primary_topic_label,topic_tag_labels,entities,target_short,sender_short,snippet,text_full
7169,2011-09-19,2011,Fall,2010–2019,PAT,1,pat / praise,👏,0.4,"Police, public safety & city services","Police, public safety & city services | Campus edge, construction & expansion",Harrisonburg | JMU | Harrisonburg Police,the JMU and Harrisonburg police departments,a junior Duke,"A ""tonight-we-can-sleep-with-both-eyes-closed"" pat to the JMU and Harrisonburg police departments. From a junior Duke who appreciates the prompt response from the men and women in…","A ""tonight-we-can-sleep-with-both-eyes-closed"" pat to the JMU and Harrisonburg police departments. From a junior Duke who appreciates the prompt response from the men and women in blue who keep our campus and city safe."
7202,2011-09-26,2011,Fall,2010–2019,PAT,1,pat / praise,👏,0.37,"Housing, landlords & apartment life","Housing, landlords & apartment life | Neighbors, parties & student behavior",Copper Beech,our lovely neighbors,a Copper Beech resident,"A ""you-light-up-my-life"" pat to our lovely neighbors who strung colored lights on the back deck. From a Copper Beech resident who smiles every time she sees them out the window.","A ""you-light-up-my-life"" pat to our lovely neighbors who strung colored lights on the back deck. From a Copper Beech resident who smiles every time she sees them out the window."
7216,2011-09-29,2011,Fall,2010–2019,PAT,1,pat / praise,👏,0.39,Other town-gown moments,,Harrisonburg | JMU,JMU and Harrisonburg,an excited alumna,"An ""I-can’t-wait-to-be-back"" pat to JMU and Harrisonburg. From an excited alumna who wishes this week would hurry up so she can celebrate with all her fellow Dukes for Homecoming.","An ""I-can’t-wait-to-be-back"" pat to JMU and Harrisonburg. From an excited alumna who wishes this week would hurry up so she can celebrate with all her fellow Dukes for Homecoming."
7293,2011-10-24,2011,Fall,2010–2019,PAT,1,pat / praise,👏,0.37,"Housing, landlords & apartment life","Police, public safety & city services | Housing, landlords & apartment life | Neighbors, parties & student behavior",Harrisonburg Police,the guys,a girl,"A ""so-thankful-for-the-kindness-of-strangers"" pat to the guys who overheard someone trying to break into our apartment, left a party to make sure we were OK, and sat on him until…","A ""so-thankful-for-the-kindness-of-strangers"" pat to the guys who overheard someone trying to break into our apartment, left a party to make sure we were OK, and sat on him until the cops arrived. From a girl who wishes she knew your names."
7294,2011-10-24,2011,Fall,2010–2019,DART,-1,dart / criticism,🎯,0.37,"Downtown, arts & events","Housing, landlords & apartment life | Neighbors, parties & student behavior | Downtown, arts & events",,the wannabe electricians,a buzz-killed Duke,"A ""please-don’t-stop-the-music-music-music"" dart to the wannabe electricians who shut our breaker off Friday night. From a buzz-killed Duke who was trying to clean up after a herd…","A ""please-don’t-stop-the-music-music-music"" dart to the wannabe electricians who shut our breaker off Friday night. From a buzz-killed Duke who was trying to clean up after a herd of Caribou Lou came through his apartment."
7302,2011-10-27,2011,Fall,2010–2019,DART,-1,dart / criticism,🎯,0.43,"Neighbors, parties & student behavior","Streets, traffic & pedestrian safety | Housing, landlords & apartment life | Neighbors, parties & student behavior",Copper Beech,whoever,a Copper Beech girl,"An ""all-I’m-asking-for-is-a-little-RESPECT"" dart to whoever stole my pumpkin and smashed it in the road. From a Copper Beech girl who wasn’t impressed by your less than adult beha…","An ""all-I’m-asking-for-is-a-little-RESPECT"" dart to whoever stole my pumpkin and smashed it in the road. From a Copper Beech girl who wasn’t impressed by your less than adult behavior and thinks you should learn to celebrate Halloween in a more fun-filled way."
7316,2011-10-31,2011,Fall,2010–2019,DART,-1,dart / criticism,🎯,0.4,"Streets, traffic & pedestrian safety","Streets, traffic & pedestrian safety | Local businesses & restaurants",JMU | Main Street,the early-morning jay-walker,a JMU employee,"A ""watch-where-you’re-crossing"" dart to the early-morning jay-walker on Main Street on Thursday. From a JMU employee who lost at least a month of her lifespan when you darted out…","A ""watch-where-you’re-crossing"" dart to the early-morning jay-walker on Main Street on Thursday. From a JMU employee who lost at least a month of her lifespan when you darted out on the road and thinks you should use a tunnel or crosswalk next time."
7310,2011-10-31,2011,Fall,2010–2019,DART,-1,dart / criticism,🎯,0.37,"Housing, landlords & apartment life","Housing, landlords & apartment life | Downtown, arts & events",Sunchase,the people,a fellow resident,"An “I-didn’t-need-an-extra-alarm"" dart to the people above me in Sunchase who insist on blaring music at 7 a.m. as they get ready for class. From a fellow resident wishing for a b…","An “I-didn’t-need-an-extra-alarm"" dart to the people above me in Sunchase who insist on blaring music at 7 a.m. as they get ready for class. From a fellow resident wishing for a bit of consideration before your morning concerts."
7339,2011-11-10,2011,Fall,2010–2019,DART,-1,dart / criticism,🎯,0.37,"Police, public safety & city services","Police, public safety & city services | Housing, landlords & apartment life | Weather, environment & infrastructure",Copper Beech,the bandit,four Copper Beech girls,"An ""it’s-war"" dart to the bandit who continuously steals our labeled recycling bin. From four Copper Beech girls who will find you and our recycling bin.","An ""it’s-war"" dart to the bandit who continuously steals our labeled recycling bin. From four Copper Beech girls who will find you and our recycling bin."
7373,2011-12-05,2011,Fall,2010–2019,PAT,1,pat / praise,👏,0.37,"Downtown, arts & events","Downtown, arts & events",Harrisonburg,the Marching Royal Dukes,a double-Duke townie,"A ""you-had-us-dancin’-in-the-streets"" pat to the Marching Royal Dukes who performed at the Harrisonburg Holiday Parade. From a double-Duke townie who likes to march to the beat of…","A ""you-had-us-dancin’-in-the-streets"" pat to the Marching Royal Dukes who performed at the Harrisonburg Holiday Parade. From a double-Duke townie who likes to march to the beat of a different drum."
7372,2011-12-05,2011,Fall,2010–2019,DART,-1,dart / criticism,🎯,0.42,"Streets, traffic & pedestrian safety","Streets, traffic & pedestrian safety | Parking, towing & cars",,the person,a senior in Hunter’s Ridge,"A ""where-did-you-learn-to-drive?"" dart to the person in a white Toyota who performed a hit-and-run. From a senior in Hunter’s Ridge who watched the whole thing unfold as you picke…","A ""where-did-you-learn-to-drive?"" dart to the person in a white Toyota who performed a hit-and-run. From a senior in Hunter’s Ridge who watched the whole thing unfold as you picked up your friends."
7375,2011-12-05,2011,Fall,2010–2019,PAT,1,pat / praise,👏,0.45,Community service & mutual aid,Community service & mutual aid,Harrisonburg | JMU,the amazing JMU students,the director of the organization,"A ""what-in-the-world-would-we-do-without-you?"" pat to the amazing JMU students who volunteer at an after-school program for the poorest kids in Harrisonburg. From the director of…","A ""what-in-the-world-would-we-do-without-you?"" pat to the amazing JMU students who volunteer at an after-school program for the poorest kids in Harrisonburg. From the director of the organization who appreciates your dedication, spirit and positive influence on the children."
7411,2012-01-17,2012,Spring,2010–2019,DART,-1,dart / criticism,🎯,0.37,"Streets, traffic & pedestrian safety","Streets, traffic & pedestrian safety | Parking, towing & cars",Main Street,the car,the nearly killed girls,"An ""I-now-have-to-triple-check-for-traffic-at-green-lights"" dart to the car that ran the red light on Main Street on Saturday. From the nearly killed girls in the car in the middl…","An ""I-now-have-to-triple-check-for-traffic-at-green-lights"" dart to the car that ran the red light on Main Street on Saturday. From the nearly killed girls in the car in the middle of the intersection who hope you learned your lesson."
7404,2012-01-17,2012,Spring,2010–2019,PAT,1,pat / praise,👏,0.42,"Parking, towing & cars","Streets, traffic & pedestrian safety | Parking, towing & cars | Housing, landlords & apartment life | Community service & mutual aid",Stone Gate,the guy,two girls,"A ""we-promise-we’re-really-good-drivers"" pat to the guy who helped us back our car out of a tricky Stone Gate parking lot. From two girls who didn’t make a lot of progress in the…","A ""we-promise-we’re-really-good-drivers"" pat to the guy who helped us back our car out of a tricky Stone Gate parking lot. From two girls who didn’t make a lot of progress in the 20 minutes before you showed up and really appreciated your help."
7405,2012-01-17,2012,Spring,2010–2019,DART,-1,dart / criticism,🎯,0.37,"Housing, landlords & apartment life","Police, public safety & city services | Housing, landlords & apartment life | Neighbors, parties & student behavior | Weather, environment & infrastructure",Olde Mill,residents,a senior girl,"A ""learn-how-to-aim"" dart to residents at The Mill who seem to keep missing the dumpster and leaving their trash in the bed of my truck. From a senior girl who thinks you could ma…","A ""learn-how-to-aim"" dart to residents at The Mill who seem to keep missing the dumpster and leaving their trash in the bed of my truck. From a senior girl who thinks you could make it if you just tried a bit harder."
7422,2012-01-19,2012,Spring,2010–2019,DART,-1,dart / criticism,🎯,0.36,"Streets, traffic & pedestrian safety","Streets, traffic & pedestrian safety",Harrisonburg,the crime,a student,"A ""go-back-to-back-to-Cali-Cali"" dart to the crime in Harrisonburg. From a student who expected Mennonites but instead got drive-bys.","A ""go-back-to-back-to-Cali-Cali"" dart to the crime in Harrisonburg. From a student who expected Mennonites but instead got drive-bys."
7441,2012-01-26,2012,Spring,2010–2019,DART,-1,dart / criticism,🎯,0.37,"Housing, landlords & apartment life","Housing, landlords & apartment life",Sunchase,Sunchase,"a sad, hungry resident","A ""why-you-gotta-leave-me-starving?"" dart to Sunchase for failing to deliver the pizza we won in its Papa John’s contest. From a sad, hungry resident who looked forward to that yu…","A ""why-you-gotta-leave-me-starving?"" dart to Sunchase for failing to deliver the pizza we won in its Papa John’s contest. From a sad, hungry resident who looked forward to that yummy pizza."
7488,2012-02-09,2012,Spring,2010–2019,PAT,1,pat / praise,👏,0.37,"Police, public safety & city services","Police, public safety & city services",Harrisonburg | Harrisonburg Police,the four Harrisonburg Police officers,the desperate cat ladies,"A ""love-the-police"" pat to the four Harrisonburg Police officers who spent their Sunday night in a sewer rescuing our pet Samson. From the desperate cat ladies of Forest Hill Mano…","A ""love-the-police"" pat to the four Harrisonburg Police officers who spent their Sunday night in a sewer rescuing our pet Samson. From the desperate cat ladies of Forest Hill Manor."
7482,2012-02-09,2012,Spring,2010–2019,PAT,1,pat / praise,👏,0.42,"Streets, traffic & pedestrian safety","Streets, traffic & pedestrian safety",Harrisonburg | Port Republic Road,the Harrisonburg traffic lights,the girl,"A ""thanks-for-the-great-timing"" pat to the Harrisonburg traffic lights for being green all the way home. From the girl whose brakes went out going down Port Republic Road.","A ""thanks-for-the-great-timing"" pat to the Harrisonburg traffic lights for being green all the way home. From the girl whose brakes went out going down Port Republic Road."
7568,2012-03-19,2012,Spring,2010–2019,DART,-1,dart / criticism,🎯,0.4,"Streets, traffic & pedestrian safety","Streets, traffic & pedestrian safety",Port Republic Road,the two guys,a girl,"A ""was-that-really-necessary?"" dart to the two guys tailgating me from Port Republic Road to Squire Hill. From a girl who does not appreciate your obscene gestures and honking des…","A ""was-that-really-necessary?"" dart to the two guys tailgating me from Port Republic Road to Squire Hill. From a girl who does not appreciate your obscene gestures and honking despite my going 10 over the speed limit."
7570,2012-03-19,2012,Spring,2010–2019,DART,-1,dart / criticism,🎯,0.43,"Neighbors, parties & student behavior","Neighbors, parties & student behavior",Harrisonburg | JMU,the JMU sorority or fraternity,the Harrisonburg Parks and Recreation Department,"A ""thanks-for-breaking-our-tennis-court-net-posts"" dart to the JMU sorority or fraternity who damaged the posts at Purcell Park on Wednesday. From the Harrisonburg Parks and Recre…","A ""thanks-for-breaking-our-tennis-court-net-posts"" dart to the JMU sorority or fraternity who damaged the posts at Purcell Park on Wednesday. From the Harrisonburg Parks and Recreation Department who wants you to use our facilities but also wants you to respect them."
7591,2012-04-02,2012,Spring,2010–2019,DART,-1,dart / criticism,🎯,0.36,Other town-gown moments,,Harrisonburg,myself,me,"A ""why-can't-I-just-say-no"" dart to myself for eating three dinners. From me, who is single-handedly supporting the entire Harrisonburg wait staff.","A ""why-can't-I-just-say-no"" dart to myself for eating three dinners. From me, who is single-handedly supporting the entire Harrisonburg wait staff."
7651,2012-04-16,2012,Spring,2010–2019,DART,-1,dart / criticism,🎯,0.4,"Neighbors, parties & student behavior","Neighbors, parties & student behavior | Local businesses & restaurants",,the SMAD group,one of the many disgruntled employees,"A ""learn-how-to-freakin’-count"" dart to the SMAD group that came into Dave’s claiming to be a party of 10 and then turned into a party of 45. From one of the many disgruntled empl…","A ""learn-how-to-freakin’-count"" dart to the SMAD group that came into Dave’s claiming to be a party of 10 and then turned into a party of 45. From one of the many disgruntled employees who wants revenge."
7652,2012-04-19,2012,Spring,2010–2019,PAT,1,pat / praise,👏,0.38,"Transit, buses & mobility","Streets, traffic & pedestrian safety | Transit, buses & mobility | Housing, landlords & apartment life | Community service & mutual aid",Harrisonburg Transit | Copper Beech,the driver,the girl,"A ""that-was-so-adorable"" pat to the driver of Bus A who stopped on his route from Madipalooza to Copper Beech to buy lemonade from little kids at a lemonade stand. From the girl w…","A ""that-was-so-adorable"" pat to the driver of Bus A who stopped on his route from Madipalooza to Copper Beech to buy lemonade from little kids at a lemonade stand. From the girl who has now decided that you are her favorite bus driver and will forever remember that bus ride."
7694,2012-08-30,2012,Fall,2010–2019,PAT,1,pat / praise,👏,0.39,"Housing, landlords & apartment life","Housing, landlords & apartment life | Civic identity, media & reputation",Harrisonburg,Aspen Heights,a student,"A ""my-parents-will-LOVE-that"" pat to Aspen Heights for bringing a gated community of student houses to Harrisonburg. From a student sick and tired of apartment life.","A ""my-parents-will-LOVE-that"" pat to Aspen Heights for bringing a gated community of student houses to Harrisonburg. From a student sick and tired of apartment life."
7702,2012-09-03,2012,Fall,2010–2019,DART,-1,dart / criticism,🎯,0.4,"Streets, traffic & pedestrian safety","Streets, traffic & pedestrian safety | Campus edge, construction & expansion",Main Street | Port Republic Road,the gates,a senior,"A ""thank-you-for-causing-multiple-near-death-experiences” dart to the gates for increasing the traffic off campus and causing more accidents on Port Republic and South Main. From…","A ""thank-you-for-causing-multiple-near-death-experiences” dart to the gates for increasing the traffic off campus and causing more accidents on Port Republic and South Main. From a senior who liked taking the infinitely safer ""shortcuts” through Bluestone Drive."
7710,2012-09-03,2012,Fall,2010–2019,DART,-1,dart / criticism,🎯,0.4,"Transit, buses & mobility","Transit, buses & mobility | Housing, landlords & apartment life | Neighbors, parties & student behavior",Harrisonburg Transit | Pheasant Run,the freshmen,a tired junior,"A ""you-were-so-off-key"" dart to the freshmen singing the national anthem at the bus stop in Pheasant Run on Saturday night. From a tired junior who appreciates the patriotism but…","A ""you-were-so-off-key"" dart to the freshmen singing the national anthem at the bus stop in Pheasant Run on Saturday night. From a tired junior who appreciates the patriotism but wishes you would save it for the bus."
7738,2012-09-10,2012,Fall,2010–2019,DART,-1,dart / criticism,🎯,0.4,"Housing, landlords & apartment life","Police, public safety & city services | Housing, landlords & apartment life | Weather, environment & infrastructure",Pheasant Run,Pheasant Run,a tree-hugging resident,"A ""reduce-reuse-please-recycle"" dart to Pheasant Run for not recycling cardboard. From a tree-hugging resident who would like to get rid of the mountain of cardboard in her closet…","A ""reduce-reuse-please-recycle"" dart to Pheasant Run for not recycling cardboard. From a tree-hugging resident who would like to get rid of the mountain of cardboard in her closet in a green way before it takes over her house."
7754,2012-09-13,2012,Fall,2010–2019,DART,-1,dart / criticism,🎯,0.37,"Parking, towing & cars","Parking, towing & cars | Housing, landlords & apartment life",Harrisonburg,the person,someone,"A ""we-live-in-Harrisonburg-Virginia” dart to the person who left the shady note on my car as a ""resident of Madison Square Gardens.” From someone who’s been living at Madison Gard…","A ""we-live-in-Harrisonburg-Virginia” dart to the person who left the shady note on my car as a ""resident of Madison Square Gardens.” From someone who’s been living at Madison Gardens longer than you and knows how the parking works."
7766,2012-09-17,2012,Fall,2010–2019,DART,-1,dart / criticism,🎯,0.44,"Downtown, arts & events","Downtown, arts & events | Civic identity, media & reputation",Harrisonburg | JMU,the JMU and Harrisonburg news stations,a student,"A ""help-me-I’m-poor"" dart to the JMU and Harrisonburg news stations that didn’t show the JMU v. WVU game. From a student who still purpled-out despite the lack of spirit from TV s…","A ""help-me-I’m-poor"" dart to the JMU and Harrisonburg news stations that didn’t show the JMU v. WVU game. From a student who still purpled-out despite the lack of spirit from TV stations."
7794,2012-09-27,2012,Fall,2010–2019,PAT,1,pat / praise,👏,0.43,"Transit, buses & mobility","Streets, traffic & pedestrian safety | Transit, buses & mobility | Downtown, arts & events | Weather, environment & infrastructure",Harrisonburg | Harrisonburg Transit,all the amazing Harrisonburg bus drivers,a stressed student,"A ""turn-that-frown-upside-down"" pat to all the amazing Harrisonburg bus drivers for smiling when passengers get on and off the bus. From a stressed student who appreciated the pos…","A ""turn-that-frown-upside-down"" pat to all the amazing Harrisonburg bus drivers for smiling when passengers get on and off the bus. From a stressed student who appreciated the positive attitude the bus drivers constantly show, rain or shine, night or day."
7799,2012-09-27,2012,Fall,2010–2019,DART,-1,dart / criticism,🎯,0.37,"Streets, traffic & pedestrian safety","Streets, traffic & pedestrian safety | Police, public safety & city services",Harrisonburg Police,the bike cop,a senior,"A ""get-off-your-Huffy-and-solve-a-crime"" dart to the bike cop who wrote up my friend. From a senior who knows that your time would be much better spent on the 1300 block of Devon…","A ""get-off-your-Huffy-and-solve-a-crime"" dart to the bike cop who wrote up my friend. From a senior who knows that your time would be much better spent on the 1300 block of Devon Lane."
7820,2012-10-01,2012,Fall,2010–2019,PAT,1,pat / praise,👏,0.37,Local businesses & restaurants,"Local businesses & restaurants | Downtown, arts & events",Harrisonburg | Downtown Harrisonburg | Artful Dodger,the Artful Dodger,Etta James and a broke grad student,"An ""at-last-my-love-has-come-along"" pat to the Artful Dodger for being the only place in downtown Harrisonburg that has affordable drinks. From Etta James and a broke grad student…","An ""at-last-my-love-has-come-along"" pat to the Artful Dodger for being the only place in downtown Harrisonburg that has affordable drinks. From Etta James and a broke grad student who will be back."
7811,2012-10-01,2012,Fall,2010–2019,PAT,1,pat / praise,👏,0.37,"Streets, traffic & pedestrian safety","Streets, traffic & pedestrian safety | Parking, towing & cars",,the long-boarder,a fellow long boarder,"A ""way-to-shred-the-gnar"" pat to the long-boarder who bombed Devon Lane from the very top as I trailed him with my hazard lights on. From a fellow long boarder who knows how trick…","A ""way-to-shred-the-gnar"" pat to the long-boarder who bombed Devon Lane from the very top as I trailed him with my hazard lights on. From a fellow long boarder who knows how tricky those cars coming from behind can be."
7860,2012-10-11,2012,Fall,2010–2019,DART,-1,dart / criticism,🎯,0.4,"Parking, towing & cars","Streets, traffic & pedestrian safety | Parking, towing & cars | Local businesses & restaurants",,myself,an apologetic Duke,"A ""should-have-been-more-respectful"" dart to myself for flipping the bird to the person who pulled out in front of me in the Food Lion parking lot. From an apologetic Duke who isn…","A ""should-have-been-more-respectful"" dart to myself for flipping the bird to the person who pulled out in front of me in the Food Lion parking lot. From an apologetic Duke who isn’t that great of a driver himself."
7878,2012-10-15,2012,Fall,2010–2019,PAT,1,pat / praise,👏,0.4,"Parking, towing & cars","Parking, towing & cars | Downtown, arts & events",,the guys,a studious senior,"A ""way-to-bring-it-Bach"" pat to the guys blasting classical music while washing their car outside my window. From a studious senior who appreciated a change from the usual bass-bu…","A ""way-to-bring-it-Bach"" pat to the guys blasting classical music while washing their car outside my window. From a studious senior who appreciated a change from the usual bass-bumping thuds typically emanating from the North 38 car wash."
7885,2012-10-15,2012,Fall,2010–2019,DART,-1,dart / criticism,🎯,0.42,"Neighbors, parties & student behavior","Housing, landlords & apartment life | Neighbors, parties & student behavior",Copper Beech,all the people,someone,"A ""this-isn’t-a-pool"" dart to all the people blowing whistles at the Copper Beech party. From someone who doesn’t appreciate the extra decibels at an already loud party.","A ""this-isn’t-a-pool"" dart to all the people blowing whistles at the Copper Beech party. From someone who doesn’t appreciate the extra decibels at an already loud party."
7884,2012-10-15,2012,Fall,2010–2019,PAT,1,pat / praise,👏,0.37,"Transit, buses & mobility","Streets, traffic & pedestrian safety | Transit, buses & mobility",,the guy,a senior,"A ""goin’-my-way?"" pat to the guy who gave me a ride back to Charleston Thursday night. From a senior who was hitchhiking down Chestnut Ridge Drive on his way back from Gold Crown.","A ""goin’-my-way?"" pat to the guy who gave me a ride back to Charleston Thursday night. From a senior who was hitchhiking down Chestnut Ridge Drive on his way back from Gold Crown."
7964,2012-11-08,2012,Fall,2010–2019,DART,-1,dart / criticism,🎯,0.37,"Housing, landlords & apartment life","Housing, landlords & apartment life",Copper Beech,Copper Beech,a female sports enthusiast,"A ""why-do-you-make-it-so-difficult?"" dart to Copper Beech for cutting the Fox Sports channel. From a female sports enthusiast who hates watching the game tracker online.","A ""why-do-you-make-it-so-difficult?"" dart to Copper Beech for cutting the Fox Sports channel. From a female sports enthusiast who hates watching the game tracker online."
8100,2013-01-28,2013,Spring,2010–2019,DART,-1,dart / criticism,🎯,0.4,"Housing, landlords & apartment life","Housing, landlords & apartment life",Sunchase,the guy,three Sunchase girls,"A ""honk-if-you’re-a-jerk"" dart to the guy in Sunchase who honked his horn for ten minutes straight last week. From three Sunchase girls who wouldn’t mind breaking off your steerin…","A ""honk-if-you’re-a-jerk"" dart to the guy in Sunchase who honked his horn for ten minutes straight last week. From three Sunchase girls who wouldn’t mind breaking off your steering wheel and hitting you with it."
8150,2013-02-07,2013,Spring,2010–2019,PAT,1,pat / praise,👏,0.47,"Transit, buses & mobility","Streets, traffic & pedestrian safety | Transit, buses & mobility | Campus edge, construction & expansion",Harrisonburg Transit,the Route 11 bus driver,a grateful senior,"A ""my-GPA-thanks-you"" pat to the Route 11 bus driver who took me to East Campus so I could take my exam. From a grateful senior who knows a missed exam would have severely screwed…","A ""my-GPA-thanks-you"" pat to the Route 11 bus driver who took me to East Campus so I could take my exam. From a grateful senior who knows a missed exam would have severely screwed up her GPA."
8245,2013-03-14,2013,Spring,2010–2019,DART,-1,dart / criticism,🎯,0.4,"Weather, environment & infrastructure","Weather, environment & infrastructure",Harrisonburg,Mother Nature,a skiing student in Lake Tahoe,"A ""not-here-not-now!"" dart to Mother Nature for snowing so much in Harrisonburg when no one was around. From a skiing student in Lake Tahoe who couldn’t believe Harrisonburg got m…","A ""not-here-not-now!"" dart to Mother Nature for snowing so much in Harrisonburg when no one was around. From a skiing student in Lake Tahoe who couldn’t believe Harrisonburg got more snow last week than the Sierra Nevada did."
8274,2013-03-21,2013,Spring,2010–2019,DART,-1,dart / criticism,🎯,0.37,"Housing, landlords & apartment life","Parking, towing & cars | Housing, landlords & apartment life",,the guy,a woman,"A ""you’re-doing-it-wrong"" dart to the guy who blatantly took up two parking spaces in front of my apartment. From a woman wondering if you could be any more of a tool.","A ""you’re-doing-it-wrong"" dart to the guy who blatantly took up two parking spaces in front of my apartment. From a woman wondering if you could be any more of a tool."
8286,2013-03-25,2013,Spring,2010–2019,DART,-1,dart / criticism,🎯,0.37,"Housing, landlords & apartment life","Parking, towing & cars | Housing, landlords & apartment life",Stone Gate,the person,a senior,"A ""take-responsibility-and-leave-a-note"" dart to the person who sideswiped my friend’s car in Stone Gate. From a senior who wants to be able to invite her friends for a visit with…","A ""take-responsibility-and-leave-a-note"" dart to the person who sideswiped my friend’s car in Stone Gate. From a senior who wants to be able to invite her friends for a visit without them having to pay $2,000 in damage."
8358,2013-04-11,2013,Spring,2010–2019,DART,-1,dart / criticism,🎯,0.43,"Police, public safety & city services","Police, public safety & city services | Neighbors, parties & student behavior | Civic identity, media & reputation | Weather, environment & infrastructure",Harrisonburg | JMU | Harrisonburg Police,the Harrisonburg police,a sad JMU alumna,"A ""this-is-not-the-JMU-I-remember"" dart to the Harrisonburg police for patrolling in large packs on Saturday to ""protect"" students. From a sad JMU alumna who came back to enjoy he…","A ""this-is-not-the-JMU-I-remember"" dart to the Harrisonburg police for patrolling in large packs on Saturday to ""protect"" students. From a sad JMU alumna who came back to enjoy her professional fraternity’s alumni weekend only to find that there were more cops out on bikes than students enjoying the spring weather."
8361,2013-04-11,2013,Spring,2010–2019,DART,-1,dart / criticism,🎯,0.38,"Police, public safety & city services","Police, public safety & city services",Rockingham County,the Rockingham County General District Court judge,a student,"An ""injustice-prevails"" dart to the Rockingham County General District Court judge who dismissed all eight felony counts from the guy who threw away completed voter registration f…","An ""injustice-prevails"" dart to the Rockingham County General District Court judge who dismissed all eight felony counts from the guy who threw away completed voter registration forms last year and left him with two measly misdemeanors. From a student who knows you’re now just as guilty as the culprit."
8362,2013-04-11,2013,Spring,2010–2019,DART,-1,dart / criticism,🎯,0.38,"Streets, traffic & pedestrian safety","Streets, traffic & pedestrian safety",Main Street,the intelligent individual,a biker,"A ""bike-on-the-right-side-of-the-road"" dart to the intelligent individual biking toward me in the bike lane on South Main. From a biker who rides on days when it isn’t warm and su…","A ""bike-on-the-right-side-of-the-road"" dart to the intelligent individual biking toward me in the bike lane on South Main. From a biker who rides on days when it isn’t warm and sunny out, reads the laws and doesn’t care if next time we crash head on."
8386,2013-08-26,2013,Fall,2010–2019,DART,-1,dart / criticism,🎯,0.37,"Streets, traffic & pedestrian safety","Streets, traffic & pedestrian safety",Main Street,the woman,a student,"A ""why-do-you-think-they-put-the-fence-there?"" dart to the woman who ran around the new fence on South Main and into the road. From a student who doesn’t like to slam on her brake…","A ""why-do-you-think-they-put-the-fence-there?"" dart to the woman who ran around the new fence on South Main and into the road. From a student who doesn’t like to slam on her brakes."
8394,2013-08-29,2013,Fall,2010–2019,DART,-1,dart / criticism,🎯,0.4,Community service & mutual aid,"Streets, traffic & pedestrian safety | Community service & mutual aid",JMU | Main Street,the 40-plus JMU students,a student,"A ""way-to-set-a-good-example"" dart to the 40-plus JMU students seen walking around the new fence on South Main on the first day of school. From a student who walked through the tu…","A ""way-to-set-a-good-example"" dart to the 40-plus JMU students seen walking around the new fence on South Main on the first day of school. From a student who walked through the tunnel and still got there before you."
8412,2013-09-05,2013,Fall,2010–2019,DART,-1,dart / criticism,🎯,0.37,"Housing, landlords & apartment life","Housing, landlords & apartment life | Neighbors, parties & student behavior",,the individuals,a resident,"A ""you’re-obnoxious"" dart to the individuals screaming at the Aspen Heights pool Sunday night at 1 a.m. From a resident who had to leave because of the noise.","A ""you’re-obnoxious"" dart to the individuals screaming at the Aspen Heights pool Sunday night at 1 a.m. From a resident who had to leave because of the noise."
8408,2013-09-05,2013,Fall,2010–2019,DART,-1,dart / criticism,🎯,0.38,"Civic identity, media & reputation","Civic identity, media & reputation",Harrisonburg,the opinion columnist,someone,"A ""you-need-to-get-out-more"" dart to the opinion columnist who cited Tilted Kilt, Cookout and Gold Crown as the only replacements for Dave’s Taverna. From someone who didn’t rely…","A ""you-need-to-get-out-more"" dart to the opinion columnist who cited Tilted Kilt, Cookout and Gold Crown as the only replacements for Dave’s Taverna. From someone who didn’t rely on Dave’s to have fun, and who will be seen at the better restaurants in Harrisonburg."
8426,2013-09-09,2013,Fall,2010–2019,DART,-1,dart / criticism,🎯,0.48,"Transit, buses & mobility","Streets, traffic & pedestrian safety | Transit, buses & mobility | Parking, towing & cars | Police, public safety & city services | Local businesses & restaurants",JMU | Campus Police / Public Safety,JMU Police and parking,a JMU employee,"A ""thanks-for-not-doing-anything-in-an-emergency-situation"" dart to JMU Police and parking for not opening the gates on Thursday when all the traffic was re-routed onto Route 11 w…","A ""thanks-for-not-doing-anything-in-an-emergency-situation"" dart to JMU Police and parking for not opening the gates on Thursday when all the traffic was re-routed onto Route 11 when I-81 was closed. From a JMU employee who did not enjoy taking the scenic route to be 20 minutes late to work."
8430,2013-09-09,2013,Fall,2010–2019,DART,-1,dart / criticism,🎯,0.42,"Transit, buses & mobility","Transit, buses & mobility | Housing, landlords & apartment life",Harrisonburg Transit | Stone Gate,the HDPT,a student,"A ""so-helpful"" dart to the HDPT for only having one route to Stone Gate. From a student who is out of luck if they miss it, while other complexes have three or four chances.","A ""so-helpful"" dart to the HDPT for only having one route to Stone Gate. From a student who is out of luck if they miss it, while other complexes have three or four chances."
8443,2013-09-12,2013,Fall,2010–2019,PAT,1,pat / praise,👏,0.45,Local businesses & restaurants,"Parking, towing & cars | Local businesses & restaurants",JMU | Valley Mall,Kevin,a very impressed JMU employee,"A ""thanks-for-going-out-of-your-way-to-help"" pat to Kevin for assisting a man who had fallen at the Valley Mall to his car and following him to Sunnyside to make sure he was OK. F…","A ""thanks-for-going-out-of-your-way-to-help"" pat to Kevin for assisting a man who had fallen at the Valley Mall to his car and following him to Sunnyside to make sure he was OK. From a very impressed JMU employee (please message breezeopinion@gmail.com so he can thank you)."
